Locus	Allele	OR	CI.lower	CI.upper	p.value	sig
DRB1	HLA-DRB1w0-0-0-1451-0-0-0-0-0-0-0-0-0	0.48	0.19	1.12	0.063651	NS
DRB1	HLA-DRB1w0-0-0-15-0-0-0-0-0-0-0-0-0	0.41	0.27	0.62	7.4405e-06	*
DRB1	HLA-DRB1w0-0-0-1656-0-0-0-0-0-0-0-0-0	3.89	2.96	5.14	< 2.22e-16	*
DRB1	HLA-DRB1w0-0-0-1685-0-0-0-0-0-0-0-0-0	1.02	0.33	3.13	0.9691	NS
DRB1	HLA-DRB1w0-0-0-1845-0-0-0-0-0-0-0-0-0	1.02	0.5	2.09	0.95337	NS
DRB1	HLA-DRB1w0-0-0-296-0-0-0-0-0-0-0-0-0	0.5	0.33	0.74	0.00029135	*
DRB1	HLA-DRB1w0-0-0-313-0-0-0-0-0-0-0-0-0	0.44	0.15	1.14	0.065285	NS
DRB1	HLA-DRB1w0-0-0-330-0-0-0-0-0-0-0-0-0	0.86	0.47	1.58	0.6134	NS
DRB1	HLA-DRB1w0-0-0-340-0-0-0-0-0-0-0-0-0	0.85	0.2	3.35	0.78681	NS
DRB1	HLA-DRB1w0-0-0-362-0-0-0-0-0-0-0-0-0	1.02	0.27	3.83	0.97327	NS
DRB1	HLA-DRB1w0-0-0-44-0-0-0-0-0-0-0-0-0	0.62	0.22	1.63	0.29204	NS
DRB1	HLA-DRB1w0-0-0-56-0-0-0-0-0-0-0-0-0	1.36	0.52	3.69	0.48186	NS
DRB1	HLA-DRB1w0-0-0-587-0-0-0-0-0-0-0-0-0	0.57	0.41	0.79	0.00045001	*
DRB1	HLA-DRB1w0-0-0-672-0-0-0-0-0-0-0-0-0	0.67	0.31	1.4	0.25499	NS
DRB1	HLA-DRB1w0-0-0-812-0-0-0-0-0-0-0-0-0	0.89	0.27	2.83	0.8244	NS
DRB1	HLA-DRB1w0-0-0-837-0-0-0-0-0-0-0-0-0	0.65	0.42	1.01	0.044882	*
DRB1	HLA-DRB1w0-0-0-869-0-0-0-0-0-0-0-0-0	1.19	0.34	4.31	0.75402	NS
DRB1	HLA-DRB1w0-0-0-871-0-0-0-0-0-0-0-0-0	0.6	0.33	1.07	0.067263	NS
DRB1	binned	0.58	0.3	1.09	0.069252	NS
DQB1	HLA-DQB1w0-0-0-1-0-0-0-0-0-0-0-0-0	1.08	0.84	1.38	0.53187	NS
DQB1	HLA-DQB1w0-0-0-115-0-0-0-0-0-0-0-0-0	0.65	0.46	0.92	0.012233	*
DQB1	HLA-DQB1w0-0-0-132-0-0-0-0-0-0-0-0-0	0.77	0.43	1.34	0.31992	NS
DQB1	HLA-DQB1w0-0-0-339-0-0-0-0-0-0-0-0-0	0.52	0.24	1.07	0.056222	NS
DQB1	HLA-DQB1w0-0-0-378-0-0-0-0-0-0-0-0-0	0.51	0.36	0.71	4.1084e-05	*
DQB1	HLA-DQB1w0-0-0-398-0-0-0-0-0-0-0-0-0	0.88	0.46	1.7	0.68951	NS
DQB1	HLA-DQB1w0-0-0-408-0-0-0-0-0-0-0-0-0	0.48	0.19	1.12	0.063651	NS
DQB1	HLA-DQB1w0-0-0-518-0-0-0-0-0-0-0-0-0	1.02	0.36	2.92	0.9672	NS
DQB1	HLA-DQB1w0-0-0-526-0-0-0-0-0-0-0-0-0	4	3.02	5.33	< 2.22e-16	*
DQB1	HLA-DQB1w0-0-0-549-0-0-0-0-0-0-0-0-0	0.91	0.59	1.41	0.67056	NS
DQB1	HLA-DQB1w0-0-0-569-0-0-0-0-0-0-0-0-0	1.02	0.56	1.85	0.9437	NS
DQB1	HLA-DQB1w0-0-0-587-0-0-0-0-0-0-0-0-0	1.31	0.43	4.17	0.58837	NS
DQB1	HLA-DQB1w0-0-0-91-0-0-0-0-0-0-0-0-0	0.61	0.47	0.79	0.00012708	*
DQB1	binned	0.41	0.04	2.49	0.26666	NS
DPB1	HLA-DPB1w0-0-0-106-0-0-0-0-0-0-0	0.44	0.15	1.14	0.066142	NS
DPB1	HLA-DPB1w0-0-0-119-0-0-0-0-0-0-0	0.83	0.3	2.23	0.68834	NS
DPB1	HLA-DPB1w0-0-0-136-0-0-0-0-0-0-0	0.78	0.35	1.71	0.49839	NS
DPB1	HLA-DPB1w0-0-0-160-0-0-0-0-0-0-0	0.23	0.02	1.09	0.037378	*
DPB1	HLA-DPB1w0-0-0-26-0-0-0-0-0-0-0	1.43	0.39	5.75	0.53708	NS
DPB1	HLA-DPB1w0-0-0-27-0-0-0-0-0-0-0	1.4	1.01	1.96	0.037205	*
DPB1	HLA-DPB1w0-0-0-3-0-0-0-0-0-0-0	1.2	0.71	2.02	0.47502	NS
DPB1	HLA-DPB1w0-0-0-34-0-0-0-0-0-0-0	1.16	0.95	1.41	0.13856	NS
DPB1	HLA-DPB1w0-0-0-65-0-0-0-0-0-0-0	0.8	0.59	1.09	0.13695	NS
DPB1	HLA-DPB1w0-0-0-73-0-0-0-0-0-0-0	1.02	0.49	2.15	0.949	NS
DPB1	HLA-DPB1w0-0-0-78-0-0-0-0-0-0-0	0.55	0.25	1.17	0.095121	NS
DPB1	HLA-DPB1w0-0-0-9-0-0-0-0-0-0-0	0.81	0.6	1.09	0.15154	NS
DPB1	HLA-DPB1w0-0-0-90-0-0-0-0-0-0-0	1.17	0.37	3.81	0.76293	NS
DPB1	HLA-DPB1w0-0-0-91-0-0-0-0-0-0-0	1.12	0.45	2.81	0.793	NS
DPB1	HLA-DPB1w0-0-0-94-0-0-0-0-0-0-0	1.1	0.49	2.47	0.80542	NS
DPB1	binned	1.14	0.57	2.3	0.69214	NS
