Locus	Allele	OR	CI.lower	CI.upper	p.value	sig
B	HLA-Bw0-0-0-0-0-229-0-0-0-0-0-0-0-0-0	1.19	0.34	4.31	0.75402	NS
B	HLA-Bw0-0-0-0-0-24-0-0-0-0-0-0-0-0-0	0.76	0.44	1.3	0.28099	NS
B	HLA-Bw0-0-0-0-0-27-0-0-0-0-0-0-0-0-0	0.95	0.62	1.48	0.82567	NS
B	HLA-Bw0-0-0-0-0-46-0-0-0-0-0-0-0-0-0	0.89	0.4	1.96	0.75259	NS
B	HLA-Bw0-0-0-0-0-50-0-0-0-0-0-0-0-0-0	1.18	0.8	1.75	0.38278	NS
B	HLA-Bw0-0-0-0-0-54-0-0-0-0-0-0-0-0-0	0.75	0.43	1.29	0.27244	NS
B	HLA-Bw0-0-0-0-0-57-0-0-0-0-0-0-0-0-0	1.02	0.4	2.61	0.9637	NS
B	HLA-Bw0-0-0-0-0-63-0-0-0-0-0-0-0-0-0	0.74	0.49	1.12	0.13655	NS
B	HLA-Bw0-0-0-0-0-66-0-0-0-0-0-0-0-0-0	1.17	0.37	3.8	0.76655	NS
B	HLA-Bw0-0-0-0-0-68-0-0-0-0-0-0-0-0-0	0.95	0.41	2.18	0.88586	NS
B	HLA-Bw0-0-0-0-0-77-0-0-0-0-0-0-0-0-0	1.41	0.7	2.9	0.29611	NS
B	HLA-Bw0-0-0-0-0-81-0-0-0-0-0-0-0-0-0	0.56	0.27	1.14	0.085135	NS
B	HLA-Bw0-0-0-0-0-88-0-0-0-0-0-0-0-0-0	0.29	0.15	0.52	8.8961e-06	*
B	binned	1.1	0.69	1.77	0.66666	NS
DRB1	HLA-DRB1w0-0-0-0-0-1-0-0-0-0-0-0-0	0.89	0.27	2.83	0.8244	NS
DRB1	HLA-DRB1w0-0-0-0-0-12-0-0-0-0-0-0-0	0.5	0.35	0.71	5.0471e-05	*
DRB1	HLA-DRB1w0-0-0-0-0-15-0-0-0-0-0-0-0	1.65	1.21	2.26	0.00096855	*
DRB1	HLA-DRB1w0-0-0-0-0-2-0-0-0-0-0-0-0	0.74	0.59	0.94	0.0098018	*
DRB1	HLA-DRB1w0-0-0-0-0-20-0-0-0-0-0-0-0	0.56	0.42	0.76	6.4778e-05	*
DRB1	HLA-DRB1w0-0-0-0-0-3-0-0-0-0-0-0-0	0.58	0.21	1.49	0.21412	NS
DRB1	HLA-DRB1w0-0-0-0-0-4-0-0-0-0-0-0-0	0.59	0.43	0.81	0.00074721	*
DRB1	HLA-DRB1w0-0-0-0-0-46-0-0-0-0-0-0-0	0.48	0.19	1.12	0.063651	NS
DRB1	HLA-DRB1w0-0-0-0-0-47-0-0-0-0-0-0-0	3.22	2.51	4.14	< 2.22e-16	*
DQB1	HLA-DQB1w0-0-0-0-0-1-0-0-0-0-0-0-0	1.64	1.2	2.24	0.0012353	*
DQB1	HLA-DQB1w0-0-0-0-0-109-0-0-0-0-0-0-0	1.02	0.36	2.92	0.9672	NS
DQB1	HLA-DQB1w0-0-0-0-0-116-0-0-0-0-0-0-0	2.94	2.31	3.75	< 2.22e-16	*
DQB1	HLA-DQB1w0-0-0-0-0-12-0-0-0-0-0-0-0	0.63	0.48	0.81	0.00026361	*
DQB1	HLA-DQB1w0-0-0-0-0-121-0-0-0-0-0-0-0	1.08	0.65	1.82	0.74228	NS
DQB1	HLA-DQB1w0-0-0-0-0-22-0-0-0-0-0-0-0	0.62	0.46	0.82	0.00052923	*
DQB1	HLA-DQB1w0-0-0-0-0-3-0-0-0-0-0-0-0	0.59	0.4	0.86	0.0036781	*
DQB1	HLA-DQB1w0-0-0-0-0-39-0-0-0-0-0-0-0	0	0	2.47	0.085981	NS
DQB1	HLA-DQB1w0-0-0-0-0-73-0-0-0-0-0-0-0	0.49	0.36	0.68	4.7998e-06	*
DQB1	HLA-DQB1w0-0-0-0-0-76-0-0-0-0-0-0-0	0.85	0.45	1.6	0.59484	NS
DPB1	HLA-DPB1w0-0-0-0-0-2-0-0-0-0-0	1.04	0.83	1.29	0.74429	NS
DPB1	HLA-DPB1w0-0-0-0-0-3-0-0-0-0-0	1.05	0.86	1.28	0.625	NS
DPB1	HLA-DPB1w0-0-0-0-0-6-0-0-0-0-0	0.81	0.6	1.1	0.15903	NS
DPB1	binned	1.8	0.45	8.39	0.34531	NS
