Locus	Allele	OR	CI.lower	CI.upper	p.value	sig
C	HLA-Cw0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-85	1.19	0.91	1.55	0.19451	NS
C	HLA-Cw0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-89	1.9	1.44	2.5	2.1052e-06	*
C	HLA-Cw0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-94	0.93	0.35	2.42	0.86095	NS
C	binned	0.45	0.1	1.62	0.17466	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-0	0.42	0.25	0.69	0.0002874	*
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-108	1.38	1	1.91	0.042198	*
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-115	0.54	0.26	1.08	0.063023	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-117	0.65	0.21	1.83	0.36447	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-119	0.81	0.42	1.53	0.4901	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-120	0.95	0.62	1.48	0.82567	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-132	1.21	0.81	1.79	0.33145	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-14	1.19	0.34	4.31	0.75402	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-140	0.67	0.36	1.23	0.17167	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-145	1.17	0.37	3.8	0.76655	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-147	0.95	0.41	2.18	0.88586	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-156	1.41	0.7	2.9	0.29611	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-157	0.38	0.12	1.02	0.035653	*
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-16	1.23	0.31	5.09	0.73792	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-184	0.68	0.45	1.02	0.052337	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-186	0.63	0.35	1.12	0.093295	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-192	1.12	0.59	2.11	0.71483	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-194	0.84	0.53	1.33	0.4271	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-211	0.89	0.27	2.83	0.8244	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-219	1.18	0.67	2.1	0.53712	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-242	1.02	0.4	2.61	0.9637	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-243	1.43	0.39	5.74	0.53988	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-246	0.89	0.4	1.96	0.75259	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-28	1.46	0.5	4.55	0.4405	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-30	0.75	0.48	1.16	0.16918	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-39	0.79	0.25	2.4	0.64286	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-6	2.58	0.94	8.15	0.043275	*
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-91	1.99	1.5	2.64	6.65e-07	*
B	binned	0.72	0.41	1.25	0.21535	NS
DRB1	HLA-DRB1w0-0-0-0-0-0-0-0-0-0-0-0-0	0.69	0.48	0.98	0.031849	*
DRB1	HLA-DRB1w0-0-0-0-0-0-0-0-0-0-0-0-1	0.41	0.27	0.62	7.4405e-06	*
DRB1	HLA-DRB1w0-0-0-0-0-0-0-0-0-0-0-0-11	0.89	0.27	2.83	0.8244	NS
DRB1	HLA-DRB1w0-0-0-0-0-0-0-0-0-0-0-0-13	0.62	0.43	0.88	0.0056252	*
DRB1	HLA-DRB1w0-0-0-0-0-0-0-0-0-0-0-0-14	0.89	0.27	2.83	0.8244	NS
DRB1	HLA-DRB1w0-0-0-0-0-0-0-0-0-0-0-0-16	0.94	0.66	1.32	0.70242	NS
DRB1	HLA-DRB1w0-0-0-0-0-0-0-0-0-0-0-0-17	0.48	0.19	1.12	0.063651	NS
DRB1	HLA-DRB1w0-0-0-0-0-0-0-0-0-0-0-0-18	3.89	2.96	5.14	< 2.22e-16	*
DRB1	HLA-DRB1w0-0-0-0-0-0-0-0-0-0-0-0-2	0.62	0.22	1.63	0.29204	NS
DRB1	HLA-DRB1w0-0-0-0-0-0-0-0-0-0-0-0-20	1.02	0.5	2.09	0.95337	NS
DRB1	HLA-DRB1w0-0-0-0-0-0-0-0-0-0-0-0-22	0.86	0.5	1.48	0.56488	NS
DRB1	HLA-DRB1w0-0-0-0-0-0-0-0-0-0-0-0-23	1.02	0.27	3.83	0.97327	NS
DRB1	HLA-DRB1w0-0-0-0-0-0-0-0-0-0-0-0-3	1.36	0.52	3.69	0.48186	NS
DRB1	HLA-DRB1w0-0-0-0-0-0-0-0-0-0-0-0-4	1.64	1.2	2.24	0.0012353	*
DRB1	HLA-DRB1w0-0-0-0-0-0-0-0-0-0-0-0-5	0.5	0.33	0.74	0.00029135	*
DRB1	HLA-DRB1w0-0-0-0-0-0-0-0-0-0-0-0-7	0.57	0.41	0.79	0.00045001	*
DRB1	binned	0.81	0.35	1.87	0.59498	NS
DQB1	HLA-DQB1w0-0-0-0-0-0-0-0-0-0-0-0-0	0.51	0.01	9.8	0.57467	NS
DQB1	HLA-DQB1w0-0-0-0-0-0-0-0-0-0-0-0-1	1.08	0.84	1.38	0.53187	NS
DQB1	HLA-DQB1w0-0-0-0-0-0-0-0-0-0-0-0-10	1.02	0.36	2.92	0.9672	NS
DQB1	HLA-DQB1w0-0-0-0-0-0-0-0-0-0-0-0-11	4	3.02	5.33	< 2.22e-16	*
DQB1	HLA-DQB1w0-0-0-0-0-0-0-0-0-0-0-0-12	0.98	0.7	1.37	0.90794	NS
DQB1	HLA-DQB1w0-0-0-0-0-0-0-0-0-0-0-0-19	0.88	0.46	1.7	0.68951	NS
DQB1	HLA-DQB1w0-0-0-0-0-0-0-0-0-0-0-0-3	0.62	0.48	0.8	0.00013267	*
DQB1	HLA-DQB1w0-0-0-0-0-0-0-0-0-0-0-0-4	0.6	0.43	0.82	0.00095528	*
DQB1	HLA-DQB1w0-0-0-0-0-0-0-0-0-0-0-0-5	0.77	0.43	1.34	0.31992	NS
DQB1	HLA-DQB1w0-0-0-0-0-0-0-0-0-0-0-0-9	0.49	0.36	0.68	4.7998e-06	*
DPB1	HLA-DPB1w0-0-0-0-0-0-0-0-0-0-1	0.95	0.76	1.18	0.62101	NS
DPB1	HLA-DPB1w0-0-0-0-0-0-0-0-0-0-11	1.23	0.65	2.37	0.49384	NS
DPB1	HLA-DPB1w0-0-0-0-0-0-0-0-0-0-13	0.71	0.37	1.34	0.26202	NS
DPB1	HLA-DPB1w0-0-0-0-0-0-0-0-0-0-16	1.17	0.37	3.81	0.76293	NS
DPB1	HLA-DPB1w0-0-0-0-0-0-0-0-0-0-2	1.05	0.81	1.37	0.69112	NS
DPB1	HLA-DPB1w0-0-0-0-0-0-0-0-0-0-4	1.16	0.69	1.94	0.55735	NS
DPB1	binned	1.02	0.01	80.27	0.98774	NS
