Locus	Allele	OR	CI.lower	CI.upper	p.value	sig
C	HLA-Cw0-0-0-12-0-64-0-0-0-0-0-0-0-0-0-0-0	0.76	0.44	1.3	0.28099	NS
C	HLA-Cw0-0-0-13-0-27-0-0-0-0-0-0-0-0-0-0-0	0.53	0.34	0.82	0.0024957	*
C	HLA-Cw0-0-0-14-0-27-0-0-0-0-0-0-0-0-0-0-0	0.9	0.57	1.43	0.6467	NS
C	HLA-Cw0-0-0-207-0-13-0-0-0-0-0-0-0-0-0-0-0	0.8	0.49	1.3	0.33518	NS
C	HLA-Cw0-0-0-22-0-50-0-0-0-0-0-0-0-0-0-0-0	0.82	0.59	1.15	0.23873	NS
C	HLA-Cw0-0-0-35-0-64-0-0-0-0-0-0-0-0-0-0-0	0.84	0.57	1.24	0.36223	NS
C	HLA-Cw0-0-0-40-0-72-0-0-0-0-0-0-0-0-0-0-0	1.03	0.75	1.43	0.82997	NS
C	HLA-Cw0-0-0-51-0-85-0-0-0-0-0-0-0-0-0-0-0	1.19	0.91	1.55	0.19451	NS
C	HLA-Cw0-0-0-53-0-88-0-0-0-0-0-0-0-0-0-0-0	1.9	1.44	2.5	2.1052e-06	*
C	HLA-Cw0-0-0-55-0-93-0-0-0-0-0-0-0-0-0-0-0	0.93	0.35	2.42	0.86095	NS
C	HLA-Cw0-0-0-78-0-139-0-0-0-0-0-0-0-0-0-0-0	0.76	0.39	1.47	0.38183	NS
C	HLA-Cw0-0-0-79-0-10-0-0-0-0-0-0-0-0-0-0-0	0.89	0.27	2.83	0.8244	NS
C	HLA-Cw0-0-0-79-0-118-0-0-0-0-0-0-0-0-0-0-0	1.05	0.66	1.67	0.83936	NS
C	HLA-Cw0-0-0-91-0-129-0-0-0-0-0-0-0-0-0-0-0	0.51	0.14	1.64	0.20788	NS
C	HLA-Cw0-0-0-94-0-135-0-0-0-0-0-0-0-0-0-0-0	0.75	0.37	1.48	0.36883	NS
C	binned	0.64	0.28	1.4	0.22436	NS
B	HLA-Bw0-0-0-1-0-1-0-0-0-0-0-0-0-0-0	1.99	1.5	2.64	6.65e-07	*
B	HLA-Bw0-0-0-109-0-128-0-0-0-0-0-0-0-0-0	0.84	0.53	1.33	0.4271	NS
B	HLA-Bw0-0-0-114-0-128-0-0-0-0-0-0-0-0-0	0.89	0.27	2.83	0.8244	NS
B	HLA-Bw0-0-0-122-0-46-0-0-0-0-0-0-0-0-0	0.89	0.4	1.96	0.75259	NS
B	HLA-Bw0-0-0-128-0-144-0-0-0-0-0-0-0-0-0	1.18	0.67	2.1	0.53712	NS
B	HLA-Bw0-0-0-19-0-19-0-0-0-0-0-0-0-0-0	0.54	0.26	1.08	0.063023	NS
B	HLA-Bw0-0-0-23-0-229-0-0-0-0-0-0-0-0-0	1.19	0.34	4.31	0.75402	NS
B	HLA-Bw0-0-0-23-0-24-0-0-0-0-0-0-0-0-0	0.65	0.21	1.83	0.36447	NS
B	HLA-Bw0-0-0-23-0-81-0-0-0-0-0-0-0-0-0	0.79	0.25	2.4	0.64286	NS
B	HLA-Bw0-0-0-24-0-24-0-0-0-0-0-0-0-0-0	0.81	0.42	1.53	0.4901	NS
B	HLA-Bw0-0-0-25-0-27-0-0-0-0-0-0-0-0-0	0.95	0.62	1.48	0.82567	NS
B	HLA-Bw0-0-0-40-0-50-0-0-0-0-0-0-0-0-0	1.21	0.81	1.79	0.33145	NS
B	HLA-Bw0-0-0-49-0-54-0-0-0-0-0-0-0-0-0	0.67	0.36	1.23	0.17167	NS
B	HLA-Bw0-0-0-53-0-63-0-0-0-0-0-0-0-0-0	0.75	0.48	1.16	0.16918	NS
B	HLA-Bw0-0-0-53-0-66-0-0-0-0-0-0-0-0-0	1.17	0.37	3.8	0.76655	NS
B	HLA-Bw0-0-0-53-0-68-0-0-0-0-0-0-0-0-0	0.95	0.41	2.18	0.88586	NS
B	HLA-Bw0-0-0-63-0-77-0-0-0-0-0-0-0-0-0	1.41	0.7	2.9	0.29611	NS
B	HLA-Bw0-0-0-66-0-81-0-0-0-0-0-0-0-0-0	0.38	0.12	1.02	0.035653	*
B	HLA-Bw0-0-0-7-0-10-0-0-0-0-0-0-0-0-0	1.38	1	1.91	0.042198	*
B	HLA-Bw0-0-0-78-0-10-0-0-0-0-0-0-0-0-0	2.57	0.74	11.26	0.099627	NS
B	HLA-Bw0-0-0-78-0-115-0-0-0-0-0-0-0-0-0	1.43	0.39	5.74	0.53988	NS
B	HLA-Bw0-0-0-78-0-125-0-0-0-0-0-0-0-0-0	1.48	0.58	3.95	0.36596	NS
B	HLA-Bw0-0-0-78-0-88-0-0-0-0-0-0-0-0-0	0.29	0.15	0.52	8.8961e-06	*
B	HLA-Bw0-0-0-79-0-57-0-0-0-0-0-0-0-0-0	1.02	0.4	2.61	0.9637	NS
B	HLA-Bw0-0-0-90-0-105-0-0-0-0-0-0-0-0-0	0.67	0.44	0.99	0.035953	*
B	HLA-Bw0-0-0-90-0-107-0-0-0-0-0-0-0-0-0	0.63	0.35	1.12	0.093295	NS
B	HLA-Bw0-0-0-96-0-125-0-0-0-0-0-0-0-0-0	0.86	0.35	2.1	0.71609	NS
B	binned	1.06	0.71	1.6	0.76216	NS
DRB1	HLA-DRB1w0-0-0-1110-0-0-0-0-0-0-0-0-0	0.58	0.21	1.49	0.21412	NS
DRB1	HLA-DRB1w0-0-0-1182-0-0-0-0-0-0-0-0-0	0.88	0.55	1.39	0.56687	NS
DRB1	HLA-DRB1w0-0-0-1198-0-0-0-0-0-0-0-0-0	1.02	0.61	1.71	0.93531	NS
DRB1	HLA-DRB1w0-0-0-1210-0-0-0-0-0-0-0-0-0	1.37	0.6	3.19	0.41572	NS
DRB1	HLA-DRB1w0-0-0-133-0-0-0-0-0-0-0-0-0	1.64	1.2	2.24	0.0012353	*
DRB1	HLA-DRB1w0-0-0-1451-0-0-0-0-0-0-0-0-0	0.48	0.19	1.12	0.063651	NS
DRB1	HLA-DRB1w0-0-0-15-0-0-0-0-0-0-0-0-0	0.41	0.27	0.62	7.4405e-06	*
DRB1	HLA-DRB1w0-0-0-1656-0-0-0-0-0-0-0-0-0	3.89	2.96	5.14	< 2.22e-16	*
DRB1	HLA-DRB1w0-0-0-1685-0-0-0-0-0-0-0-0-0	1.02	0.33	3.13	0.9691	NS
DRB1	HLA-DRB1w0-0-0-1845-0-0-0-0-0-0-0-0-0	1.02	0.5	2.09	0.95337	NS
DRB1	HLA-DRB1w0-0-0-296-0-0-0-0-0-0-0-0-0	0.5	0.33	0.74	0.00029135	*
DRB1	HLA-DRB1w0-0-0-313-0-0-0-0-0-0-0-0-0	0.44	0.15	1.14	0.065285	NS
DRB1	HLA-DRB1w0-0-0-330-0-0-0-0-0-0-0-0-0	0.86	0.47	1.58	0.6134	NS
DRB1	HLA-DRB1w0-0-0-340-0-0-0-0-0-0-0-0-0	0.85	0.2	3.35	0.78681	NS
DRB1	HLA-DRB1w0-0-0-362-0-0-0-0-0-0-0-0-0	1.02	0.27	3.83	0.97327	NS
DRB1	HLA-DRB1w0-0-0-44-0-0-0-0-0-0-0-0-0	0.62	0.22	1.63	0.29204	NS
DRB1	HLA-DRB1w0-0-0-56-0-0-0-0-0-0-0-0-0	1.36	0.52	3.69	0.48186	NS
DRB1	HLA-DRB1w0-0-0-587-0-0-0-0-0-0-0-0-0	0.57	0.41	0.79	0.00045001	*
DRB1	HLA-DRB1w0-0-0-672-0-0-0-0-0-0-0-0-0	0.67	0.31	1.4	0.25499	NS
DRB1	HLA-DRB1w0-0-0-812-0-0-0-0-0-0-0-0-0	0.89	0.27	2.83	0.8244	NS
DRB1	HLA-DRB1w0-0-0-837-0-0-0-0-0-0-0-0-0	0.65	0.42	1.01	0.044882	*
DRB1	HLA-DRB1w0-0-0-869-0-0-0-0-0-0-0-0-0	1.19	0.34	4.31	0.75402	NS
DRB1	HLA-DRB1w0-0-0-871-0-0-0-0-0-0-0-0-0	0.6	0.33	1.07	0.067263	NS
DRB1	binned	0.58	0.3	1.09	0.069252	NS
DQB1	HLA-DQB1w0-0-0-1-0-0-0-0-0-0-0-0-0	1.08	0.84	1.38	0.53187	NS
DQB1	HLA-DQB1w0-0-0-115-0-0-0-0-0-0-0-0-0	0.65	0.46	0.92	0.012233	*
DQB1	HLA-DQB1w0-0-0-132-0-0-0-0-0-0-0-0-0	0.77	0.43	1.34	0.31992	NS
DQB1	HLA-DQB1w0-0-0-339-0-0-0-0-0-0-0-0-0	0.52	0.24	1.07	0.056222	NS
DQB1	HLA-DQB1w0-0-0-378-0-0-0-0-0-0-0-0-0	0.51	0.36	0.71	4.1084e-05	*
DQB1	HLA-DQB1w0-0-0-398-0-0-0-0-0-0-0-0-0	0.88	0.46	1.7	0.68951	NS
DQB1	HLA-DQB1w0-0-0-408-0-0-0-0-0-0-0-0-0	0.48	0.19	1.12	0.063651	NS
DQB1	HLA-DQB1w0-0-0-518-0-0-0-0-0-0-0-0-0	1.02	0.36	2.92	0.9672	NS
DQB1	HLA-DQB1w0-0-0-526-0-0-0-0-0-0-0-0-0	4	3.02	5.33	< 2.22e-16	*
DQB1	HLA-DQB1w0-0-0-549-0-0-0-0-0-0-0-0-0	0.91	0.59	1.41	0.67056	NS
DQB1	HLA-DQB1w0-0-0-569-0-0-0-0-0-0-0-0-0	1.02	0.56	1.85	0.9437	NS
DQB1	HLA-DQB1w0-0-0-587-0-0-0-0-0-0-0-0-0	1.31	0.43	4.17	0.58837	NS
DQB1	HLA-DQB1w0-0-0-91-0-0-0-0-0-0-0-0-0	0.61	0.47	0.79	0.00012708	*
DQB1	binned	0.41	0.04	2.49	0.26666	NS
DPB1	HLA-DPB1w0-0-0-106-0-0-0-0-0-0-0	0.44	0.15	1.14	0.066142	NS
DPB1	HLA-DPB1w0-0-0-119-0-0-0-0-0-0-0	0.83	0.3	2.23	0.68834	NS
DPB1	HLA-DPB1w0-0-0-136-0-0-0-0-0-0-0	0.78	0.35	1.71	0.49839	NS
DPB1	HLA-DPB1w0-0-0-160-0-0-0-0-0-0-0	0.23	0.02	1.09	0.037378	*
DPB1	HLA-DPB1w0-0-0-26-0-0-0-0-0-0-0	1.43	0.39	5.75	0.53708	NS
DPB1	HLA-DPB1w0-0-0-27-0-0-0-0-0-0-0	1.4	1.01	1.96	0.037205	*
DPB1	HLA-DPB1w0-0-0-3-0-0-0-0-0-0-0	1.2	0.71	2.02	0.47502	NS
DPB1	HLA-DPB1w0-0-0-34-0-0-0-0-0-0-0	1.16	0.95	1.41	0.13856	NS
DPB1	HLA-DPB1w0-0-0-65-0-0-0-0-0-0-0	0.8	0.59	1.09	0.13695	NS
DPB1	HLA-DPB1w0-0-0-73-0-0-0-0-0-0-0	1.02	0.49	2.15	0.949	NS
DPB1	HLA-DPB1w0-0-0-78-0-0-0-0-0-0-0	0.55	0.25	1.17	0.095121	NS
DPB1	HLA-DPB1w0-0-0-9-0-0-0-0-0-0-0	0.81	0.6	1.09	0.15154	NS
DPB1	HLA-DPB1w0-0-0-90-0-0-0-0-0-0-0	1.17	0.37	3.81	0.76293	NS
DPB1	HLA-DPB1w0-0-0-91-0-0-0-0-0-0-0	1.12	0.45	2.81	0.793	NS
DPB1	HLA-DPB1w0-0-0-94-0-0-0-0-0-0-0	1.1	0.49	2.47	0.80542	NS
DPB1	binned	1.14	0.57	2.3	0.69214	NS
