Locus	Allele	OR	CI.lower	CI.upper	p.value	sig
B	HLA-Bw0-0-0-0-5-0-0-0-0-0-0-0-0-0-0	0.78	0.34	1.67	0.50344	NS
B	HLA-Bw0-0-0-0-7-0-0-0-0-0-0-0-0-0-0	0.93	0.43	1.91	0.83412	NS
B	HLA-Bw0-0-0-0-8-0-0-0-0-0-0-0-0-0-0	1.2	0.71	2	0.46934	NS
B	binned	1.73	0.85	3.54	0.097235	NS
DRB1	HLA-DRB1w0-0-0-0-0-0-0-0-0-0-0-0-0	0.82	0.49	1.35	0.41717	NS
DRB1	HLA-DRB1w0-0-0-0-10-0-0-0-0-0-0-0-0	0.96	0.32	2.63	0.93923	NS
DRB1	HLA-DRB1w0-0-0-0-11-0-0-0-0-0-0-0-0	1.58	0.48	5.03	0.37703	NS
DRB1	HLA-DRB1w0-0-0-0-12-0-0-0-0-0-0-0-0	2.3	1.6	3.3	1.7357e-06	*
DRB1	HLA-DRB1w0-0-0-0-14-0-0-0-0-0-0-0-0	0.66	0.4	1.06	0.073319	NS
DRB1	HLA-DRB1w0-0-0-0-18-0-0-0-0-0-0-0-0	0.58	0.38	0.88	0.007446	*
DRB1	HLA-DRB1w0-0-0-0-24-0-0-0-0-0-0-0-0	0.85	0.5	1.43	0.52516	NS
DRB1	HLA-DRB1w0-0-0-0-29-0-0-0-0-0-0-0-0	0.92	0.47	1.73	0.78449	NS
DRB1	HLA-DRB1w0-0-0-0-30-0-0-0-0-0-0-0-0	1	0.26	3.34	0.99403	NS
DRB1	HLA-DRB1w0-0-0-0-34-0-0-0-0-0-0-0-0	1.46	0.87	2.45	0.12575	NS
DRB1	HLA-DRB1w0-0-0-0-36-0-0-0-0-0-0-0-0	1.55	0.88	2.72	0.10072	NS
DRB1	HLA-DRB1w0-0-0-0-46-0-0-0-0-0-0-0-0	1.16	0.49	2.67	0.69736	NS
DRB1	HLA-DRB1w0-0-0-0-9-0-0-0-0-0-0-0-0	0.55	0.33	0.9	0.012242	*
DRB1	HLA-DRB1w0-0-0-0-943-0-0-0-0-0-0-0-0	0.82	0.37	1.71	0.57953	NS
DRB1	HLA-DRB1w0-0-0-0-962-0-0-0-0-0-0-0-0	0.95	0.37	2.27	0.89767	NS
DRB1	binned	1.14	0.68	1.89	0.59225	NS
DQB1	HLA-DQB1w0-0-0-0-1-0-0-0-0-0-0-0-0	2.26	1.57	3.25	2.9026e-06	*
DQB1	HLA-DQB1w0-0-0-0-10-0-0-0-0-0-0-0-0	0.73	0.49	1.09	0.10899	NS
DQB1	HLA-DQB1w0-0-0-0-12-0-0-0-0-0-0-0-0	0.84	0.31	2.08	0.68761	NS
DQB1	HLA-DQB1w0-0-0-0-13-0-0-0-0-0-0-0-0	1.14	0.5	2.5	0.73244	NS
DQB1	HLA-DQB1w0-0-0-0-16-0-0-0-0-0-0-0-0	1.47	0.88	2.46	0.11331	NS
DQB1	HLA-DQB1w0-0-0-0-17-0-0-0-0-0-0-0-0	1.6	0.91	2.83	0.079166	NS
DQB1	HLA-DQB1w0-0-0-0-2-0-0-0-0-0-0-0-0	0.63	0.39	1.01	0.046437	*
DQB1	HLA-DQB1w0-0-0-0-34-0-0-0-0-0-0-0-0	0.56	0.2	1.38	0.1837	NS
DQB1	HLA-DQB1w0-0-0-0-4-0-0-0-0-0-0-0-0	0.87	0.63	1.18	0.35459	NS
DQB1	HLA-DQB1w0-0-0-0-6-0-0-0-0-0-0-0-0	0.79	0.52	1.2	0.25211	NS
DQB1	HLA-DQB1w0-0-0-0-7-0-0-0-0-0-0-0-0	0.65	0.29	1.35	0.22115	NS
DQB1	binned	0.76	0.24	2.14	0.58428	NS
DPB1	HLA-DPB1w0-0-0-0-1861-0-0-0-0-0-0	1.54	0.85	2.75	0.12034	NS
DPB1	HLA-DPB1w0-0-0-0-1895-0-0-0-0-0-0	0.6	0.17	1.74	0.3138	NS
DPB1	HLA-DPB1w0-0-0-0-1902-0-0-0-0-0-0	0.13	0	0.84	0.018125	*
DPB1	HLA-DPB1w0-0-0-0-1906-0-0-0-0-0-0	1.27	0.41	3.72	0.63385	NS
DPB1	HLA-DPB1w0-0-0-0-1910-0-0-0-0-0-0	1.27	0.41	3.72	0.63385	NS
DPB1	HLA-DPB1w0-0-0-0-2-0-0-0-0-0-0	0.73	0.49	1.08	0.10241	NS
DPB1	HLA-DPB1w0-0-0-0-4-0-0-0-0-0-0	1.09	0.78	1.53	0.59288	NS
DPB1	HLA-DPB1w0-0-0-0-5-0-0-0-0-0-0	1.05	0.81	1.37	0.69506	NS
DPB1	HLA-DPB1w0-0-0-0-7-0-0-0-0-0-0	0.9	0.6	1.32	0.56894	NS
DPB1	binned	1.84	0.87	3.89	0.076555	NS
